Id,Age,Trabajo,Estado Civil,Educación,Saldo Bancario,Prestamo vivienda,Prestamo auto,Comunicación,Fecha Ultimo contacto,N de contactos,Dias transcurridos,Intentos previos,Resultado,Llamada comenzada2,Llamada terminada2,Seguro contratado,Orden_Comunicación
4523,37,"Independiente","Casado","Terciaria",129,"NO","NO","celular","2021-08-18 00:00:00,000",2,-1,0,"NA","1899-12-30 14:45:27,000","1899-12-30 14:47:35,000","NA",1
4468,77,"Retirado","Casado","Terciaria",699,"NO","NO","celular","2021-08-13 00:00:00,000",2,-1,0,"NA","1899-12-30 09:42:49,000","1899-12-30 09:49:54,000","NA",1
4317,55,"Tecnico","Casado","Terciaria",169,"NO","SI","celular","2021-08-05 00:00:00,000",2,-1,0,"NA","1899-12-30 15:35:31,000","1899-12-30 15:45:49,000","NA",1
4071,56,"Tecnico","Casado","Terciaria",272,"NO","NO","celular","2021-08-26 00:00:00,000",2,-1,0,"NA","1899-12-30 10:09:56,000","1899-12-30 10:11:39,000","NA",1
3626,53,"Gerente","Casado","Terciaria",15,"NO","NO","celular","2021-08-20 00:00:00,000",2,-1,0,"NA","1899-12-30 16:06:41,000","1899-12-30 16:22:02,000","SI",1
2636,41,"Independiente","Casado","Terciaria",231,"NO","NO","celular","2021-08-07 00:00:00,000",2,-1,0,"NA","1899-12-30 09:19:22,000","1899-12-30 09:25:14,000","SI",1
1681,57,"Tecnico","Casado","Terciaria",6822,"NO","NO","celular","2021-08-07 00:00:00,000",2,-1,0,"NA","1899-12-30 10:49:43,000","1899-12-30 11:03:00,000","SI",1
1525,67,"Retirado","Casado","Terciaria",701,"NO","NO","celular","2021-08-06 00:00:00,000",2,-1,0,"NA","1899-12-30 11:55:22,000","1899-12-30 11:59:36,000","SI",1
1274,33,"Gerente","Casado","Terciaria",4570,"NO","NO","celular","2021-08-22 00:00:00,000",2,-1,0,"NA","1899-12-30 10:48:10,000","1899-12-30 11:09:08,000","SI",1
739,33,"Gerente","Casado","Terciaria",191,"NO","NO","celular","2021-08-13 00:00:00,000",2,-1,0,"NA","1899-12-30 14:23:10,000","1899-12-30 14:42:18,000","SI",1
4721,38,"Tecnico","Casado","Terciaria",664,"NO","NO","celular","2021-08-22 00:00:00,000",2,-1,0,"NA","1899-12-30 10:19:59,000","1899-12-30 10:24:01,000","NA",1
323,31,"Independiente","Casado","Terciaria",94,"NO","NO","celular","2021-08-22 00:00:00,000",2,-1,0,"NA","1899-12-30 10:11:55,000","1899-12-30 10:21:34,000","SI",1
4451,73,"Gerente","Casado","Terciaria",1609,"NO","NO","celular","2021-07-14 00:00:00,000",2,-1,0,"NA","1899-12-30 17:27:26,000","1899-12-30 17:30:15,000","NA",1
3721,60,"Gerente","Casado","Terciaria",2222,"SI","NO","celular","2021-07-11 00:00:00,000",2,-1,0,"NA","1899-12-30 13:42:58,000","1899-12-30 14:01:38,000","SI",1
3645,55,"Gerente","Casado","Terciaria",-375,"NO","NO","celular","2021-07-30 00:00:00,000",2,-1,0,"NA","1899-12-30 17:26:39,000","1899-12-30 17:40:13,000","SI",1
3147,59,"Gerente","Casado","Terciaria",281,"NO","NO","celular","2021-07-08 00:00:00,000",2,-1,0,"NA","1899-12-30 16:18:17,000","1899-12-30 16:25:27,000","NO",1
2745,54,"Emprendedor","Casado","Terciaria",651,"SI","SI","celular","2021-07-22 00:00:00,000",2,-1,0,"NA","1899-12-30 16:03:24,000","1899-12-30 16:05:25,000","NO",1
2294,30,"Independiente","Casado","Terciaria",5,"SI","SI","celular","2021-07-09 00:00:00,000",2,-1,0,"NA","1899-12-30 09:34:08,000","1899-12-30 09:35:47,000","NO",1
2050,39,"Emprendedor","Casado","Terciaria",83,"SI","NO","celular","2021-07-11 00:00:00,000",2,-1,0,"NA","1899-12-30 11:18:33,000","1899-12-30 11:21:46,000","NO",1
1290,40,"Gerente","Casado","Terciaria",-117,"SI","NO","celular","2021-07-17 00:00:00,000",2,-1,0,"NA","1899-12-30 17:45:28,000","1899-12-30 17:58:18,000","NO",1
26,29,"Gerente","Casado","Terciaria",900,"NO","NO","celular","2021-07-17 00:00:00,000",2,-1,0,"NA","1899-12-30 17:06:47,000","1899-12-30 17:11:22,000","NO",1
1074,32,"Administrador","Casado","Terciaria",57,"NO","NO","celular","2021-07-09 00:00:00,000",2,-1,0,"NA","1899-12-30 12:11:29,000","1899-12-30 12:20:19,000","NO",1
197,45,"Gerente","Casado","Terciaria",1447,"SI","SI","celular","2021-07-07 00:00:00,000",2,-1,0,"NA","1899-12-30 17:49:12,000","1899-12-30 17:56:53,000","NO",1
947,49,"Gerente","Casado","Terciaria",403,"NO","NO","celular","2021-07-31 00:00:00,000",2,-1,0,"NA","1899-12-30 13:00:07,000","1899-12-30 13:04:22,000","NO",1
903,30,"Gerente","Casado","Terciaria",14,"NO","NO","celular","2021-07-24 00:00:00,000",2,-1,0,"NA","1899-12-30 10:20:19,000","1899-12-30 10:21:49,000","NO",1
4930,50,"Emprendedor","Casado","Terciaria",-168,"SI","NO","celular","2021-07-23 00:00:00,000",2,-1,0,"NA","1899-12-30 16:59:46,000","1899-12-30 17:21:53,000","NA",1
4952,54,"Gerente","Casado","Terciaria",3395,"NO","NO","celular","2021-08-07 00:00:00,000",2,-1,0,"NA","1899-12-30 14:54:32,000","1899-12-30 14:57:51,000","NA",1
4998,46,"Tecnico","Casado","Terciaria",3009,"NO","NO","celular","2021-08-04 00:00:00,000",2,-1,0,"NA","1899-12-30 10:23:35,000","1899-12-30 10:24:33,000","NA",1
4175,40,"Emprendedor","Casado","Terciaria",865,"NO","NO","celular","2021-11-21 00:00:00,000",2,-1,0,"NA","1899-12-30 11:33:33,000","1899-12-30 11:36:23,000","NA",1
2892,33,"Gerente","Casado","Terciaria",2604,"NO","NO","celular","2021-08-08 00:00:00,000",2,-1,0,"NA","1899-12-30 14:17:28,000","1899-12-30 14:20:15,000","NO",1
4196,35,"Desempleado","Casado","Terciaria",1057,"SI","NO","celular","2021-04-08 00:00:00,000",2,-1,0,"NA","1899-12-30 10:54:21,000","1899-12-30 11:09:23,000","NA",1
4267,52,"Independiente","Casado","Terciaria",730,"SI","NO","celular","2021-10-30 00:00:00,000",2,-1,0,"NA","1899-12-30 14:04:42,000","1899-12-30 14:07:42,000","NA",1
4432,33,"Gerente","Casado","Terciaria",5289,"SI","NO","celular","2021-05-06 00:00:00,000",2,-1,0,"NA","1899-12-30 11:12:39,000","1899-12-30 11:20:46,000","NA",1
4482,35,"Tecnico","Casado","Terciaria",1354,"NO","NO","celular","2021-06-02 00:00:00,000",2,-1,0,"NA","1899-12-30 15:33:23,000","1899-12-30 15:37:33,000","NA",1
4503,34,"Gerente","Casado","Terciaria",73,"NO","NO","celular","2021-02-04 00:00:00,000",2,-1,0,"NA","1899-12-30 09:03:21,000","1899-12-30 09:10:27,000","NA",1
2409,48,"Independiente","Casado","Terciaria",3118,"NO","NO","celular","2021-08-13 00:00:00,000",2,-1,0,"NA","1899-12-30 11:50:44,000","1899-12-30 11:56:55,000","NO",1
4505,63,"Independiente","Casado","Terciaria",661,"NO","NO","celular","2021-03-02 00:00:00,000",2,-1,0,"NA","1899-12-30 15:53:38,000","1899-12-30 15:54:34,000","NA",1
2315,35,"Gerente","Casado","Terciaria",178,"NO","NO","celular","2021-08-14 00:00:00,000",2,-1,0,"NA","1899-12-30 13:06:44,000","1899-12-30 13:08:00,000","NO",1
2283,33,"Gerente","Casado","Terciaria",849,"SI","NO","celular","2021-08-06 00:00:00,000",2,-1,0,"NA","1899-12-30 13:01:07,000","1899-12-30 13:02:36,000","NO",1
2186,43,"Tecnico","Casado","Terciaria",192,"NO","NO","celular","2021-08-05 00:00:00,000",2,-1,0,"NA","1899-12-30 15:46:53,000","1899-12-30 15:50:16,000","NO",1
4771,48,"Tecnico","Casado","Terciaria",443,"SI","NO","celular","2021-05-08 00:00:00,000",2,-1,0,"NA","1899-12-30 11:56:32,000","1899-12-30 12:00:27,000","NA",1
4961,30,"Tecnico","Casado","Terciaria",14355,"NO","NO","celular","2021-08-07 00:00:00,000",2,-1,0,"NA","1899-12-30 12:07:35,000","1899-12-30 12:11:39,000","NA",1
4787,66,"Retirado","Casado","Terciaria",908,"NO","NO","celular","2021-01-28 00:00:00,000",2,-1,0,"NA","1899-12-30 14:35:40,000","1899-12-30 14:38:16,000","NA",1
2066,40,"Gerente","Casado","Terciaria",185,"NO","NO","celular","2021-08-21 00:00:00,000",2,-1,0,"NA","1899-12-30 11:06:53,000","1899-12-30 11:12:03,000","NO",1
4847,34,"Gerente","Casado","Terciaria",2037,"NO","NO","celular","2021-12-15 00:00:00,000",2,-1,0,"NA","1899-12-30 17:09:51,000","1899-12-30 17:15:15,000","NA",1
4889,29,"Gerente","Casado","Terciaria",1387,"SI","NO","celular","2021-05-18 00:00:00,000",2,-1,0,"NA","1899-12-30 10:59:24,000","1899-12-30 11:03:40,000","NA",1
4932,30,"Gerente","Casado","Terciaria",1235,"NO","NO","celular","2021-01-28 00:00:00,000",2,-1,0,"NA","1899-12-30 17:29:50,000","1899-12-30 17:31:49,000","NA",1
4938,75,"NA","Casado","Terciaria",643,"NO","NO","celular","2021-10-15 00:00:00,000",2,-1,0,"NA","1899-12-30 13:14:35,000","1899-12-30 13:23:17,000","NA",1
1396,31,"Tecnico","Casado","Terciaria",6562,"SI","NO","celular","2021-08-19 00:00:00,000",2,-1,0,"NA","1899-12-30 14:42:12,000","1899-12-30 14:44:10,000","NO",1
1028,42,"Tecnico","Casado","Terciaria",849,"NO","NO","celular","2021-08-13 00:00:00,000",2,-1,0,"NA","1899-12-30 17:36:15,000","1899-12-30 17:42:58,000","NO",1
930,32,"Administrador","Casado","Terciaria",227,"NO","NO","celular","2021-08-21 00:00:00,000",2,-1,0,"NA","1899-12-30 09:20:03,000","1899-12-30 09:22:31,000","NO",1
858,40,"Gerente","Casado","Terciaria",409,"NO","NO","celular","2021-08-19 00:00:00,000",2,-1,0,"NA","1899-12-30 16:25:46,000","1899-12-30 16:27:37,000","NO",1
705,50,"Gerente","Casado","Terciaria",290,"NO","SI","celular","2021-08-08 00:00:00,000",2,-1,0,"NA","1899-12-30 16:32:31,000","1899-12-30 16:33:21,000","NO",1
520,40,"Gerente","Casado","Terciaria",254,"NO","NO","celular","2021-08-19 00:00:00,000",2,-1,0,"NA","1899-12-30 09:27:04,000","1899-12-30 09:30:18,000","NO",1
437,53,"Tecnico","Casado","Terciaria",3177,"NO","NO","celular","2021-08-08 00:00:00,000",2,-1,0,"NA","1899-12-30 16:44:45,000","1899-12-30 16:46:17,000","NO",1
108,31,"Gerente","Casado","Terciaria",69,"NO","NO","celular","2021-08-20 00:00:00,000",2,-1,0,"NA","1899-12-30 10:53:20,000","1899-12-30 10:56:35,000","NO",1
4830,48,"Gerente","Casado","Terciaria",1093,"SI","SI","celular","2021-10-13 00:00:00,000",2,-1,0,"NA","1899-12-30 10:01:44,000","1899-12-30 10:22:10,000","NA",1
473,39,"Emprendedor","Casado","Terciaria",350,"SI","NO","celular","2021-07-24 00:00:00,000",2,-1,0,"NA","1899-12-30 15:32:18,000","1899-12-30 15:36:08,000","NO",1
3588,33,"Trabajador obrero","Casado","Secuandaria",89,"SI","NO","celular","2021-07-18 00:00:00,000",2,-1,0,"NA","1899-12-30 09:05:23,000","1899-12-30 09:10:01,000","SI",1
4029,40,"Trabajador obrero","Casado","Secuandaria",4853,"NO","NO","celular","2021-07-31 00:00:00,000",2,-1,0,"NA","1899-12-30 13:53:11,000","1899-12-30 13:57:05,000","NA",1
4115,39,"Tecnico","Casado","Secuandaria",251,"SI","NO","celular","2021-07-17 00:00:00,000",2,-1,0,"NA","1899-12-30 12:17:05,000","1899-12-30 12:22:47,000","NA",1
4119,42,"Trabajador obrero","Casado","Secuandaria",-336,"SI","NO","celular","2021-07-14 00:00:00,000",2,-1,0,"NA","1899-12-30 12:30:45,000","1899-12-30 12:33:16,000","NA",1
4216,49,"Trabajador obrero","Casado","Secuandaria",3728,"SI","NO","celular","2021-07-11 00:00:00,000",2,-1,0,"NA","1899-12-30 12:04:58,000","1899-12-30 12:22:38,000","NA",1
4339,54,"Administrador","Casado","Secuandaria",1633,"NO","NO","celular","2021-07-03 00:00:00,000",2,-1,0,"NA","1899-12-30 09:47:35,000","1899-12-30 09:54:24,000","NA",1
4538,43,"Trabajador obrero","Casado","Secuandaria",1343,"SI","SI","celular","2021-07-25 00:00:00,000",2,-1,0,"NA","1899-12-30 13:45:15,000","1899-12-30 13:48:46,000","NA",1
4738,39,"Prestador de Servicios","Casado","Secuandaria",823,"SI","SI","celular","2021-07-28 00:00:00,000",2,-1,0,"NA","1899-12-30 16:53:58,000","1899-12-30 17:06:58,000","NA",1
4779,31,"Prestador de Servicios","Casado","Secuandaria",393,"NO","NO","celular","2021-07-14 00:00:00,000",2,-1,0,"NA","1899-12-30 11:00:30,000","1899-12-30 11:05:58,000","NA",1
4991,35,"Administrador","Casado","Secuandaria",1254,"SI","SI","celular","2021-07-01 00:00:00,000",2,-1,0,"NA","1899-12-30 11:36:14,000","1899-12-30 11:38:26,000","NA",1
168,46,"Prestador de Servicios","Casado","Secuandaria",273,"NO","NO","celular","2021-08-22 00:00:00,000",2,-1,0,"NA","1899-12-30 10:21:06,000","1899-12-30 10:30:31,000","SI",1
741,62,"Desempleado","Casado","Secuandaria",780,"NO","NO","celular","2021-08-28 00:00:00,000",2,-1,0,"NA","1899-12-30 12:58:29,000","1899-12-30 13:01:11,000","SI",1
1870,33,"Prestador de Servicios","Casado","Secuandaria",227,"SI","SI","celular","2021-08-13 00:00:00,000",2,-1,0,"NA","1899-12-30 13:21:28,000","1899-12-30 13:29:25,000","SI",1
1889,46,"Tecnico","Casado","Secuandaria",940,"NO","NO","celular","2021-08-05 00:00:00,000",2,-1,0,"NA","1899-12-30 17:55:35,000","1899-12-30 18:16:02,000","SI",1
2859,40,"Tecnico","Casado","Secuandaria",42,"NO","NO","celular","2021-08-13 00:00:00,000",2,-1,0,"NA","1899-12-30 13:53:45,000","1899-12-30 14:24:27,000","SI",1
4522,34,"Gerente","Casado","Secuandaria",29,"NO","SI","celular","2021-07-17 00:00:00,000",2,-1,0,"NA","1899-12-30 10:35:21,000","1899-12-30 10:36:55,000","NA",1
3000,44,"Tecnico","Casado","Secuandaria",267,"NO","NO","celular","2021-08-22 00:00:00,000",2,-1,0,"NA","1899-12-30 12:55:15,000","1899-12-30 13:03:55,000","SI",1
1095,52,"Trabajador obrero","Casado","Secuandaria",1405,"NO","SI","celular","2021-07-17 00:00:00,000",2,-1,0,"NA","1899-12-30 17:02:03,000","1899-12-30 17:14:36,000","SI",1
1481,44,"Administrador","Casado","Secuandaria",1074,"SI","NO","celular","2021-07-11 00:00:00,000",2,-1,0,"NA","1899-12-30 15:58:12,000","1899-12-30 16:13:23,000","SI",1
3198,32,"Trabajador obrero","Casado","Secuandaria",1905,"SI","NO","celular","2021-07-16 00:00:00,000",2,-1,0,"NA","1899-12-30 09:59:33,000","1899-12-30 10:11:22,000","SI",1
1934,31,"Tecnico","Casado","Secuandaria",-367,"SI","NO","celular","2021-07-18 00:00:00,000",2,-1,0,"NA","1899-12-30 09:32:08,000","1899-12-30 09:40:02,000","SI",1
2415,27,"Estudiante","Casado","Secuandaria",119,"SI","NO","celular","2021-07-16 00:00:00,000",2,-1,0,"NA","1899-12-30 11:17:35,000","1899-12-30 11:30:36,000","SI",1
2517,35,"Administrador","Casado","Secuandaria",-203,"SI","NO","celular","2021-07-11 00:00:00,000",2,-1,0,"NA","1899-12-30 12:47:53,000","1899-12-30 13:15:22,000","SI",1
3246,37,"Prestador de Servicios","Casado","Secuandaria",775,"NO","NO","celular","2021-08-14 00:00:00,000",2,-1,0,"NA","1899-12-30 15:37:25,000","1899-12-30 15:39:55,000","SI",1
3893,23,"Trabajador obrero","Casado","Secuandaria",272,"NO","NO","celular","2021-08-14 00:00:00,000",2,-1,0,"NA","1899-12-30 09:47:29,000","1899-12-30 09:49:09,000","SI",1
3517,39,"Gerente","Casado","Secuandaria",11835,"SI","NO","celular","2021-08-11 00:00:00,000",2,-1,0,"NA","1899-12-30 12:53:40,000","1899-12-30 13:06:04,000","SI",1
4024,43,"Emprendedor","Casado","Secuandaria",469,"NO","SI","celular","2021-08-20 00:00:00,000",2,-1,0,"NA","1899-12-30 17:08:17,000","1899-12-30 17:09:46,000","NA",1
4030,46,"Administrador","Casado","Secuandaria",547,"NO","SI","celular","2021-08-04 00:00:00,000",2,-1,0,"NA","1899-12-30 09:26:40,000","1899-12-30 09:28:34,000","NA",1
4154,34,"Tecnico","Casado","Secuandaria",1,"NO","NO","celular","2021-08-28 00:00:00,000",2,-1,0,"NA","1899-12-30 12:09:37,000","1899-12-30 12:18:32,000","NA",1
4210,45,"Administrador","Casado","Secuandaria",925,"NO","NO","celular","2021-08-06 00:00:00,000",2,-1,0,"NA","1899-12-30 10:30:31,000","1899-12-30 10:37:17,000","NA",1
4282,33,"Tecnico","Casado","Secuandaria",74,"NO","NO","celular","2021-08-29 00:00:00,000",2,-1,0,"NA","1899-12-30 10:45:07,000","1899-12-30 10:46:41,000","NA",1
4429,45,"Trabajador obrero","Casado","Secuandaria",333,"NO","SI","celular","2021-08-06 00:00:00,000",2,-1,0,"NA","1899-12-30 11:16:06,000","1899-12-30 11:18:52,000","NA",1
4452,36,"Tecnico","Casado","Secuandaria",30,"NO","NO","celular","2021-08-27 00:00:00,000",2,-1,0,"NA","1899-12-30 12:02:37,000","1899-12-30 12:04:28,000","NA",1
4467,50,"Administrador","Casado","Secuandaria",4855,"NO","NO","celular","2021-08-05 00:00:00,000",2,-1,0,"NA","1899-12-30 14:25:44,000","1899-12-30 14:37:44,000","NA",1
4527,46,"Administrador","Casado","Secuandaria",660,"NO","NO","celular","2021-08-06 00:00:00,000",2,-1,0,"NA","1899-12-30 15:03:03,000","1899-12-30 15:15:23,000","NA",1
4644,43,"Gerente","Casado","Secuandaria",10273,"NO","NO","celular","2021-08-07 00:00:00,000",2,-1,0,"NA","1899-12-30 14:56:56,000","1899-12-30 15:02:55,000","NA",1
4823,51,"Administrador","Casado","Secuandaria",255,"NO","NO","celular","2021-08-29 00:00:00,000",2,-1,0,"NA","1899-12-30 09:52:51,000","1899-12-30 09:55:29,000","NA",1
4884,32,"Tecnico","Casado","Secuandaria",444,"NO","NO","celular","2021-08-29 00:00:00,000",2,-1,0,"NA","1899-12-30 13:21:47,000","1899-12-30 13:22:50,000","NA",1
4886,56,"Trabajador obrero","Casado","Secuandaria",1119,"SI","NO","celular","2021-08-14 00:00:00,000",2,-1,0,"NA","1899-12-30 16:30:37,000","1899-12-30 16:35:02,000","NA",1
4960,24,"Tecnico","Casado","Secuandaria",556,"SI","NO","celular","2021-08-18 00:00:00,000",2,-1,0,"NA","1899-12-30 10:38:36,000","1899-12-30 10:46:16,000","NA",1
4716,49,"Tecnico","Casado","Secuandaria",597,"SI","SI","celular","2021-08-07 00:00:00,000",2,-1,0,"NA","1899-12-30 17:31:13,000","1899-12-30 17:33:47,000","NA",1
3180,46,"Tecnico","Casado","Secuandaria",1167,"SI","NO","celular","2021-11-21 00:00:00,000",2,-1,0,"NA","1899-12-30 16:41:32,000","1899-12-30 17:07:12,000","SI",1
3150,29,"Trabajador obrero","Casado","Secuandaria",580,"SI","SI","celular","2021-04-17 00:00:00,000",2,-1,0,"NA","1899-12-30 15:20:40,000","1899-12-30 15:42:31,000","SI",1
2696,28,"Independiente","Casado","Secuandaria",-522,"SI","SI","celular","2021-05-18 00:00:00,000",2,-1,0,"NA","1899-12-30 09:06:10,000","1899-12-30 09:16:48,000","SI",1
2645,34,"Trabajador obrero","Casado","Secuandaria",640,"SI","NO","celular","2021-04-29 00:00:00,000",2,-1,0,"NA","1899-12-30 12:19:22,000","1899-12-30 12:29:58,000","SI",1
2403,49,"Gerente","Casado","Secuandaria",1623,"SI","NO","celular","2021-11-19 00:00:00,000",2,-1,0,"NA","1899-12-30 14:04:46,000","1899-12-30 14:22:47,000","SI",1
1803,45,"Administrador","Casado","Secuandaria",204,"SI","NO","celular","2021-06-03 00:00:00,000",2,-1,0,"NA","1899-12-30 12:10:18,000","1899-12-30 12:14:02,000","SI",1
1837,52,"Trabajador obrero","Casado","Secuandaria",580,"NO","NO","celular","2021-11-21 00:00:00,000",2,-1,0,"NA","1899-12-30 13:46:24,000","1899-12-30 14:02:29,000","SI",1
2215,60,"Tecnico","Casado","Secuandaria",1740,"NO","NO","celular","2021-03-13 00:00:00,000",2,-1,0,"NA","1899-12-30 11:51:16,000","1899-12-30 11:56:12,000","SI",1
2251,72,"Retirado","Casado","Secuandaria",1533,"NO","NO","celular","2021-12-16 00:00:00,000",2,-1,0,"NA","1899-12-30 15:21:39,000","1899-12-30 15:30:45,000","SI",1
2317,70,"Retirado","Casado","Secuandaria",2626,"NO","NO","celular","2021-09-02 00:00:00,000",2,-1,0,"NA","1899-12-30 10:53:38,000","1899-12-30 10:55:58,000","SI",1
4497,24,"Prestador de Servicios","Casado","Secuandaria",4500,"SI","NO","celular","2021-05-11 00:00:00,000",2,-1,0,"NA","1899-12-30 11:40:20,000","1899-12-30 11:52:33,000","NA",1
4642,40,"Trabajador obrero","Casado","Secuandaria",-648,"SI","NO","celular","2021-11-21 00:00:00,000",2,-1,0,"NA","1899-12-30 10:15:33,000","1899-12-30 10:20:13,000","NA",1
4670,40,"Tecnico","Casado","Secuandaria",2338,"NO","NO","celular","2021-10-16 00:00:00,000",2,-1,0,"NA","1899-12-30 09:25:35,000","1899-12-30 09:37:32,000","NA",1
4774,49,"Trabajador obrero","Casado","Secuandaria",3309,"SI","NO","celular","2021-05-15 00:00:00,000",2,-1,0,"NA","1899-12-30 11:24:32,000","1899-12-30 11:30:21,000","NA",1
4797,41,"Tecnico","Casado","Secuandaria",4004,"NO","NO","celular","2021-04-17 00:00:00,000",2,-1,0,"NA","1899-12-30 12:40:36,000","1899-12-30 12:45:50,000","NA",1
4946,42,"Trabajador obrero","Casado","Secuandaria",1598,"SI","SI","celular","2021-04-16 00:00:00,000",2,-1,0,"NA","1899-12-30 14:15:54,000","1899-12-30 14:40:17,000","NA",1
4493,45,"Administrador","Casado","Secuandaria",67,"NO","NO","celular","2021-02-05 00:00:00,000",2,-1,0,"NA","1899-12-30 17:33:07,000","1899-12-30 17:38:33,000","NA",1
4957,33,"Tecnico","Casado","Secuandaria",711,"NO","NO","celular","2021-12-04 00:00:00,000",2,-1,0,"NA","1899-12-30 13:38:33,000","1899-12-30 13:39:51,000","NA",1
343,52,"Tecnico","Casado","Secuandaria",137,"NO","NO","celular","2021-07-06 00:00:00,000",2,-1,0,"NA","1899-12-30 16:31:45,000","1899-12-30 16:35:32,000","SI",1
4992,32,"Administrador","Casado","Secuandaria",366,"NO","NO","celular","2021-01-14 00:00:00,000",2,-1,0,"NA","1899-12-30 17:50:14,000","1899-12-30 17:56:20,000","NA",1
1686,39,"Tecnico","Casado","Secuandaria",116,"NO","NO","celular","2021-05-22 00:00:00,000",2,-1,0,"NA","1899-12-30 13:09:42,000","1899-12-30 13:18:56,000","SI",1
4386,37,"Prestador de Servicios","Casado","Secuandaria",-1006,"SI","SI","celular","2021-04-20 00:00:00,000",2,-1,0,"NA","1899-12-30 09:30:19,000","1899-12-30 09:34:05,000","NA",1
3467,53,"Tecnico","Casado","Secuandaria",6831,"NO","NO","celular","2021-05-13 00:00:00,000",2,-1,0,"NA","1899-12-30 15:41:31,000","1899-12-30 16:00:21,000","SI",1
3737,71,"Retirado","Casado","Secuandaria",5715,"NO","NO","celular","2021-11-17 00:00:00,000",2,-1,0,"NA","1899-12-30 13:54:13,000","1899-12-30 14:06:40,000","SI",1
4425,32,"Tecnico","Casado","Secuandaria",557,"SI","NO","celular","2021-05-06 00:00:00,000",2,-1,0,"NA","1899-12-30 13:53:19,000","1899-12-30 13:54:50,000","NA",1
3898,36,"Administrador","Casado","Secuandaria",1207,"SI","NO","celular","2021-11-19 00:00:00,000",2,-1,0,"NA","1899-12-30 11:57:06,000","1899-12-30 12:26:58,000","SI",1
4010,36,"Independiente","Casado","Secuandaria",1006,"SI","NO","celular","2021-11-21 00:00:00,000",2,-1,0,"NA","1899-12-30 13:51:12,000","1899-12-30 13:52:41,000","NA",1
4063,25,"Prestador de Servicios","Casado","Secuandaria",806,"SI","SI","celular","2021-05-15 00:00:00,000",2,-1,0,"NA","1899-12-30 10:12:17,000","1899-12-30 10:15:30,000","NA",1
4247,59,"Tecnico","Casado","Secuandaria",4263,"NO","SI","celular","2021-11-20 00:00:00,000",2,-1,0,"NA","1899-12-30 10:34:48,000","1899-12-30 10:41:54,000","NA",1
4269,54,"Administrador","Casado","Secuandaria",602,"NO","NO","celular","2021-03-03 00:00:00,000",2,-1,0,"NA","1899-12-30 12:11:21,000","1899-12-30 12:13:44,000","NA",1
88,33,"Prestador de Servicios","Casado","Secuandaria",210,"SI","NO","celular","2021-05-13 00:00:00,000",2,-1,0,"NA","1899-12-30 11:48:53,000","1899-12-30 12:09:00,000","SI",1
112,50,"Tecnico","Casado","Secuandaria",3370,"NO","NO","celular","2021-06-02 00:00:00,000",2,-1,0,"NA","1899-12-30 09:39:02,000","1899-12-30 09:41:42,000","SI",1
161,63,"Trabajador obrero","Casado","Secuandaria",641,"NO","NO","celular","2021-05-27 00:00:00,000",2,-1,0,"NA","1899-12-30 17:50:43,000","1899-12-30 17:57:40,000","SI",1
83,47,"Trabajador obrero","Casado","Secuandaria",802,"SI","SI","celular","2021-05-12 00:00:00,000",2,-1,0,"NA","1899-12-30 14:56:02,000","1899-12-30 15:00:51,000","SI",1
383,62,"Retirado","Casado","Secuandaria",298,"NO","NO","celular","2021-11-17 00:00:00,000",2,-1,0,"NA","1899-12-30 16:17:09,000","1899-12-30 16:28:58,000","SI",1
451,46,"Tecnico","Casado","Secuandaria",2149,"SI","NO","celular","2021-04-15 00:00:00,000",2,-1,0,"NA","1899-12-30 12:12:51,000","1899-12-30 12:17:33,000","SI",1
351,31,"Tecnico","Casado","Secuandaria",4182,"SI","NO","celular","2021-05-04 00:00:00,000",2,-1,0,"NA","1899-12-30 17:17:31,000","1899-12-30 17:23:18,000","SI",1
62,39,"Emprendedor","Casado","Secuandaria",11887,"NO","NO","celular","2021-11-18 00:00:00,000",2,-1,0,"NA","1899-12-30 16:56:27,000","1899-12-30 17:16:08,000","SI",1
1037,39,"Desempleado","Casado","Secuandaria",2245,"NO","NO","celular","2021-11-21 00:00:00,000",2,-1,0,"NA","1899-12-30 17:03:33,000","1899-12-30 17:16:02,000","SI",1
1107,58,"Desempleado","Casado","Secuandaria",1625,"NO","NO","celular","2021-02-05 00:00:00,000",2,-1,0,"NA","1899-12-30 15:06:40,000","1899-12-30 15:11:26,000","SI",1
1342,29,"Tecnico","Casado","Secuandaria",273,"NO","NO","celular","2021-02-04 00:00:00,000",2,-1,0,"NA","1899-12-30 12:29:02,000","1899-12-30 13:15:17,000","SI",1
1535,40,"Prestador de Servicios","Casado","Secuandaria",1836,"SI","NO","celular","2021-05-12 00:00:00,000",2,-1,0,"NA","1899-12-30 09:18:00,000","1899-12-30 09:30:30,000","SI",1
656,51,"Administrador","Casado","Secuandaria",241,"NO","NO","celular","2021-12-07 00:00:00,000",2,-1,0,"NA","1899-12-30 14:24:08,000","1899-12-30 14:29:16,000","SI",1
661,56,"Retirado","Casado","Secuandaria",-1206,"SI","NO","celular","2021-06-15 00:00:00,000",2,-1,0,"NA","1899-12-30 17:27:06,000","1899-12-30 17:33:28,000","SI",1
746,53,"Retirado","Casado","Secuandaria",665,"SI","NO","celular","2021-04-22 00:00:00,000",2,-1,0,"NA","1899-12-30 13:21:40,000","1899-12-30 13:27:51,000","SI",1
